ask,bid,change,contract_name,expiration,implied_volatility,last_trade,open_interest,perc_change,strike,volume
0.00,5.11,0.00,,"September 18, 2020",0,2020-08-07 3:59PM EDT,"1,279",,,
0.00,6.75,0.00,,"September 18, 2020",0,2020-08-07 3:58PM EDT,"2,090",,,
0.00,8.85,0.00,,"September 18, 2020",0,2020-08-07 3:57PM EDT,700,,,
0.00,11.35,0.00,,"September 18, 2020",0,2020-08-07 3:59PM EDT,655,,,
0.00,27.11,0.00,,"January 15, 2021",0,2020-08-06 12:03PM EDT,-,,,
0.00,30.00,0.00,,"January 15, 2021",0,2020-08-07 12:00PM EDT,1,,,
0.00,33.45,0.00,,"January 15, 2021",0,2020-08-06 12:03PM EDT,-,,,
0.00,35.58,0.00,,"January 15, 2021",0,2020-08-06 3:46PM EDT,4,,,
0.00,20.24,0.00,,"August 28, 2020",0,2020-08-03 9:43AM EDT,1,,,
0.00,21.79,0.00,,"August 28, 2020",0,2020-08-03 3:07PM EDT,6,,,
0.00,27.90,0.00,,"August 28, 2020",0,2020-08-06 12:19PM EDT,1,,,
0.00,92.95,0.00,,"August 28, 2020",0,2020-07-27 9:39AM EDT,-,,,
0.00,97.95,0.00,,"August 28, 2020",0,2020-07-27 9:39AM EDT,-,,,
0.00,0.62,0.00,,"August 21, 2020",0,2020-08-07 3:52PM EDT,186,,,
0.00,0.76,0.00,,"August 21, 2020",0,2020-08-07 3:56PM EDT,"1,057",,,
0.00,1.04,0.00,,"August 21, 2020",0,2020-08-07 3:59PM EDT,938,,,
0.00,1.33,0.00,,"August 21, 2020",0,2020-08-07 3:59PM EDT,"1,719",,,
0.00,1.86,0.00,,"August 21, 2020",0,2020-08-07 3:59PM EDT,358,,,
0.00,2.49,0.00,,"August 21, 2020",0,2020-08-07 3:59PM EDT,"2,710",,,
0.00,14.50,0.00,,"September 18, 2020",0,2020-08-07 3:19PM EDT,117,,,
0.00,17.32,0.00,,"September 18, 2020",0,2020-08-07 12:49PM EDT,5,,,
0.00,21.99,0.00,,"September 18, 2020",0,2020-08-07 2:04PM EDT,9,,,
0.00,26.05,0.00,,"September 18, 2020",0,2020-08-07 2:53PM EDT,35,,,
0.00,29.88,0.00,,"September 18, 2020",0,2020-08-07 3:55PM EDT,6,,,
0.00,31.68,0.00,,"September 18, 2020",0,2020-08-06 2:34PM EDT,7,,,
0.00,40.75,0.00,,"January 15, 2021",0,2020-08-06 12:03PM EDT,-,,,
0.00,44.59,0.00,,"January 15, 2021",0,2020-08-06 12:03PM EDT,3,,,
0.00,52.70,0.00,,"January 15, 2021",0,2020-08-06 12:03PM EDT,3,,,
0.00,60.70,0.00,,"January 15, 2021",0,2020-08-05 10:05AM EDT,1,,,
0.00,69.68,0.00,,"January 15, 2021",0,2020-08-05 10:05AM EDT,1,,,
0.00,3.25,0.00,,"August 21, 2020",0,2020-08-07 3:58PM EDT,354,,,
0.00,4.27,0.00,,"August 21, 2020",0,2020-08-07 3:57PM EDT,"1,188",,,
0.00,5.50,0.00,,"August 21, 2020",0,2020-08-07 3:59PM EDT,644,,,
0.00,6.90,0.00,,"August 21, 2020",0,2020-08-07 3:52PM EDT,717,,,
0.00,39.72,0.00,,"September 18, 2020",0,2020-08-07 3:10PM EDT,17,,,
0.00,42.45,0.00,,"September 18, 2020",0,2020-08-03 1:05PM EDT,1,,,
0.00,60.00,0.00,,"September 18, 2020",0,2020-07-30 10:45AM EDT,1,,,
0.00,52.78,0.00,,"September 18, 2020",0,2020-08-05 2:02PM EDT,-,,,
0.00,8.53,0.00,,"August 21, 2020",0,2020-08-07 3:59PM EDT,211,,,
0.00,10.42,0.00,,"August 21, 2020",0,2020-08-07 3:59PM EDT,96,,,
0.00,12.25,0.00,,"August 21, 2020",0,2020-08-07 3:50PM EDT,7,,,
0.00,14.50,0.00,,"August 21, 2020",0,2020-08-07 3:57PM EDT,20,,,
0.00,16.95,0.00,,"August 21, 2020",0,2020-08-07 1:44PM EDT,17,,,
0.00,18.88,0.00,,"August 21, 2020",0,2020-08-07 3:55PM EDT,4,,,
0.00,57.67,0.00,,"September 18, 2020",0,2020-08-05 2:02PM EDT,1,,,
0.00,91.00,0.00,,"September 18, 2020",0,2020-07-31 9:30AM EDT,1,,,
0.00,89.03,0.00,,"September 18, 2020",0,2020-08-07 3:00PM EDT,2,,,
0.00,23.98,0.00,,"August 21, 2020",0,2020-08-07 1:44PM EDT,1,,,
0.00,26.43,0.00,,"August 21, 2020",0,2020-08-07 10:18AM EDT,180,,,
0.00,39.40,0.00,,"August 21, 2020",0,2020-08-04 3:21PM EDT,1,,,
0.00,44.25,0.00,,"August 21, 2020",0,2020-08-04 3:24PM EDT,1,,,
0.00,49.70,0.00,,"August 21, 2020",0,2020-08-04 3:19PM EDT,2,,,
0.00,57.50,0.00,,"August 21, 2020",0,2020-08-03 10:27AM EDT,16,,,
0.00,76.59,0.00,,"August 21, 2020",0,2020-07-31 3:35PM EDT,1,,,
0.00,70.00,0.00,,"August 21, 2020",0,2020-08-06 3:25PM EDT,-,,,
0.00,86.00,0.00,,"August 21, 2020",0,2020-07-31 3:56PM EDT,9,,,
